-1	-1	-1.000000	0	0	0	48	-1.000000	0.069149
36	38	18.948655	6557	51	1	47	0.001499	0.990868
36	40	0.001424	6557	51	1	47	0.000000	0.990867
38	40	0.001424	6558	51	1	47	0.000000	0.990866
38	47	18.948655	6558	51	2	46	0.001499	0.981734
40	47	0.001424	6558	51	2	46	0.000000	0.981733
20	33	0.000000	6558	51	2	46	0.001424	0.981733
20	36	0.000274	6559	51	2	46	0.001424	0.981733
20	38	0.000331	6559	51	2	46	0.003632	0.981733
20	39	0.000000	6560	51	2	46	0.001424	0.981733
20	47	0.000332	6561	51	2	46	0.001424	0.981733
33	36	0.000007	6561	51	2	46	0.456703	0.981733
33	38	0.000001	6562	51	2	46	0.551609	0.981733
33	40	0.000000	6563	51	2	46	0.499878	0.981733
33	47	0.000000	6564	51	2	46	0.615286	0.981733
36	39	0.000238	6565	51	2	46	0.857023	0.981733
36	47	10.470263	6566	51	3	46	0.001560	0.976687
38	39	0.000047	6567	51	3	46	0.968285	0.976687
39	40	0.001424	6569	51	3	46	0.000000	0.976686
39	47	0.000259	6570	51	3	46	0.846180	0.976686
36	38	18.977098	6570	51	3	46	0.000000	0.976672
38	47	18.977098	6570	51	3	46	0.000000	0.976658
33	38	0.000003	6571	51	3	46	0.035855	0.976658
20	33	0.000000	6572	51	3	46	0.000000	0.976658
33	47	0.000001	6573	51	3	46	0.078235	0.976658
20	38	0.000332	6575	51	3	46	0.000000	0.976658
38	39	0.000048	6575	51	3	46	0.967466	0.976658
20	39	0.000000	6576	51	3	46	0.000000	0.976658
20	47	0.000332	6577	51	3	46	0.000007	0.976658
39	47	0.000259	6578	51	3	46	0.846111	0.976658
20	36	0.000274	6578	51	3	46	0.000000	0.976658
20	47	0.000332	6578	51	3	46	0.000000	0.976658
33	39	0.000000	6581	51	3	46	0.228005	0.976658
33	40	0.000000	6581	51	3	46	0.000000	0.976658
33	36	0.000007	6582	51	3	46	0.448863	0.976658
36	39	0.001664	6585	51	3	46	0.000000	0.976658
38	39	0.001473	6585	51	3	46	0.000000	0.976657
39	47	0.001686	6586	51	3	46	0.000000	0.976656
36	47	10.486618	6586	51	3	46	0.000000	0.976649
33	36	0.000013	6587	51	3	46	0.014084	0.976649
33	39	0.000000	6591	51	3	46	0.000000	0.976649
33	38	0.000003	6591	51	3	46	0.000000	0.976649
33	47	0.000001	6592	51	3	46	0.000000	0.976649
33	36	0.000013	6608	51	3	46	0.000000	0.976649
14	22	0.000000	7621	60	3	46	0.000000	0.976649
2	14	0.000000	7621	60	3	46	0.000000	0.976649
2	22	0.000000	7621	60	3	46	0.000000	0.976649
20	22	0.000000	9115	72	3	46	0.000000	0.976649
22	39	0.000000	9115	72	3	46	0.000000	0.976649
7	14	0.631240	9784	79	4	45	0.585358	0.976344
11	14	0.086250	9784	79	5	44	0.879072	0.976303
7	11	0.482915	9784	79	6	44	0.000000	0.976070
7	14	1.522373	9784	79	6	44	0.000000	0.975641
11	14	0.713236	9784	79	6	44	0.000000	0.975338
4	14	0.000000	10458	84	6	44	0.000000	0.975338
10	20	0.000000	15280	117	6	44	0.710114	0.975338
10	22	0.000000	15280	117	6	44	0.454545	0.975338
10	34	0.000000	15280	117	6	44	0.200000	0.975338
20	34	0.000000	15281	117	6	44	0.000000	0.975338
22	34	0.000000	15281	117	6	44	0.200000	0.975338
10	20	0.000000	15281	117	6	44	0.000000	0.975338
10	22	0.000001	15281	117	6	44	0.000000	0.975338
10	34	0.000000	15281	117	6	44	0.000000	0.975338
22	34	0.000000	15281	117	6	44	0.000000	0.975338
13	22	0.000000	16233	125	6	44	0.000000	0.975338
12	16	0.513221	17237	134	7	43	0.000000	0.975091
36	37	0.750513	18330	144	8	42	0.000000	0.974729
10	28	0.000193	19316	153	8	42	0.000000	0.974729
10	29	0.000241	19316	153	8	42	0.000000	0.974729
28	29	0.170421	19316	153	9	41	0.000000	0.974647
15	16	0.525224	22016	175	10	40	0.097073	0.974394
11	15	0.056466	22016	175	11	39	0.000000	0.974367
11	16	0.038371	22016	175	12	39	0.000000	0.974348
15	16	0.581691	22016	175	12	39	0.000000	0.974321
